B07P5LNM5P,3D model of a two-seater sofa with a curved backrest and armrests.
B084MYDTKM,"3D metal box with a square base, triangular sides, and slanted rectilinear top."
B07B4FZXL1,"3D model of a round, tufted ottoman with a spherical base and hemisphere top."
B07GPF4GDL,"A metal stool with a square base, slanted seat, and slanted backrest."
B07MQF8QFN,"3D model of a kitchen cart with two shelves, two drawers, a utensil holder, and a door."
B07K6S2G5Z,"A 3D gray cuboid with a slanted top and bottom, featuring a curved edge, a shelf on one side, and a drawer on the other side."
B07B8VJQG1,"A 3D rectangular prism with a cuboid base, slanted edges, and a flat top and bottom."
B082DNRS67,"Three equidistant cylinders with spherical bases and tops, mounted on a wall, resembling a 3D water cistern model."
B075X4PTRL,"A 3D model of a single-seater Chesterfield sofa with a tufted back, curved backrest, and slanted seat."
B07JKJSKMF,"3D model of a pillow-shaped cuboid featuring a central square, tetrahedral prism with a spherical cap, hull with keel and transom, and a cylinder with a hemisphere on top."
B07HSJX4TG,"A set of cylindrical mugs with spherical top and bottom, made from a single piece of material."
B07WTFJGRG,"A 3D model of a step ladder with multiple rungs, used for ascending or descending between levels, featuring a top and bottom step."
B07BWMQQ3W,U-shaped sectional sofa featuring a chaise on one side and an L-shaped sectional on the other.
B07K6S2G67,"3D model of an L-shaped reception desk with a trapezoid top, hinged door, cabinet, drawer, and accompanying chair."
B07BW8PZ2K,"L-shaped sectional sofa with chaise, backrest, and footrest."
B07HPQYW96,"3D model of a two-seater sofa with a curved backrest, slanted seat, and armrests, available in 3ds Max format."
B0856FQQKH,"Polypropylene dining chair with a molded polycarbonate seat, swivel backrest, and slender design."
B07V9RKSGP,"Rectilinear TV stand with a slanted top, slanted bottom, single horizontal slat, triangular top, and round hole in the middle."
B07HSCN9RM,"Rectangular console table with a slanted top, trestle base, two legs, and two drawers."
B071F6WJ9V,A spherical structure with a central axis and radiating arms composed of smaller spheres and metal rods.
B07TVYR62P,"3D model of a bookcase resembling a building, featuring a cuboid structure with triangular base and top, and a rectangular door with a triangular shape in the middle."
B07374K53B,A cylindrical object with spherical top and base.
B0825DWMTT,A cylindrical object with a spherical base and wire mesh shade.
B07MHMJD1P,A sphere with a lattice structure and a central hole.
B07HSBJ5CH,"A swivel bar stool with a white upholstered seat, curved backrest, and cylindrical base."
B072LY32TR,"A rectangular object with a flat top and bottom, featuring a slanted edge and a tessellation of triangular polygons."
B0842LKSS4,"A spherical cup with a cylindrical body, hemispherical bowl, and spherical top and base."
B07DMB75TJ,"Tall, narrow 3D cabinet with a single door, two drawers, slanted roof, and slanted base."
B075Z8THZ2,"Rectangular trestle table with a square base, top and bottom shelves, and 3D model available for download."
B07HSG85ZR,"3D model of a tetrahedral prism-shaped shelving unit with a spherical surface, featuring a horizontal and vertical shelf."
B07B8PXSD2,A cuboid with a slanted top and bottom.
B07QGFYLKT,"A slender swivel chair with a curved, slanted backrest, curved armrest, and slanted seat."
B07BWL4C2F,L-shaped sectional sofa with chaises on both sides and U-shaped backrest and armrests.
B07QDNQPC5,"3D swivel bar stool with a curved, tufted upholstered seat and slanted backrest."
B0853KTR8L,A 3D model of a swivel bar stool with a padded seat and backrest.
B07CB54MLT,"A three-seater sofa with a curved backrest, two armrests, and a comfortable seat."
B0857JLP6K,A 3D chair model with a backrest and a seat.
B07Y3QM18T,A polypropylene stacking chair with a slender plastic seat and backrest on a steel frame.
B07DBHGZM8,"A chair with a backrest, armrests, and a footrest."
B07W421VGL,A round top on a slender metal tube with a spherical base.
B082L6MDHT,"3D model of a swivel wall mount hook with a bracket and arm, featuring a spherical hemisphere and shell."
B07P9Y6WHB,A two to three-seater sofa with a backrest and armrests.
B073PB1H88,A 3D textured cuboid wall panel featuring a square with a truncated corner and a central truncated equilateral triangle.
B0728NVXWL,3D model of a two-seater sofa with a backrest and armrests.
B075X65R39,"Two-seater sofa with backrest, armrests, and seat cushion in 3D model."
B075X65R3X,"3D model of a swivel chair with curved backrest, armrests, and seat."
B07JM1QT63,"A 3D object combining a cuboid, cylinder, and hemisphere with slanted top and base."
B08DG8KWLM,"A tetrahedral structure with a slanted, hemispherical roof."
B072635FKJ,"3D model of an ottoman with a slanted cushioned top, two drawers, and a cuboid base."
B07B4Z6JZ4,Cylindrical object with a spherical base and wire mesh shade.
B07VP9NWDT,"3D model of a sofa with a curved, slanted backrest, curved armrests, and a footrest."
B07QB73ZCH,A cylindrical object with a spherical base and top.
B07HZ6HHFF,"A two-seater sofa with a backrest, armrests, seat cushion, footrest, and swivel recliner base."
B07RNMMYPR,"A 3D cuboid wall featuring a rectangular base, a trapezoidal middle section, and a rectilinear top."
B07DBHGHS7,"A swivel bar stool with a metal frame, padded seat, and backrest."
B0853NQPV8,"A 3D swivel chair with a spherical seat, curved backrest, footrest, and swivel base."
B073G7WN3H,"3D model of a cuboid stool with a square top, seat, and backrest, accompanied by a purse."
B07SVY2HW1,"A layered foam mattress with a quilted surface, featuring a top layer of polyurethane foam, a middle layer of foam, and a bottom layer of memory foam."
B07HGD1PM1,A 3D cuboid object with a curved top and slanted base.
B07DBFXZQT,"3D object with a slatted backrest, curved seat, armrests, footrest, and legs."
B075X4N3JH,"3D model of a chair with a tufted, slanted backrest, curved seat, and curved armrests."
B075QLB22X,"King size platform bed with tufted upholstered headboard and footboard, slatted base, and curved backrest, accompanied by a 3D model of a bookcase."
B07B4MF2N5,"U-shaped two-seater sofa with backrest, armrests, and footrest."
B082VL4TRV,"A 3D polygonal chair with a slanted backrest, seat, armrests, and a footrest, resembling a cube structure."
B07H93GTMN,"Platform bed with slatted base, headboard, and footboard."
B07R5PSPS8,"A trestle table with a square base, slanted top, two legs, and a slanted shelf on top."
B07JL5Q123,"A cuboid with a hemisphere on top, resembling a 3D pillow."
B075X4QFDW,"3D model of a layered cuboid structure with a triangular base, spherical top, and resembling a footstool or ottoman."
B07B79SZV1,"3D model of a dining chair with a curved backrest, slat back, and curved seat."
B075X543WV,"A wingback chair with a curved, slanted backrest, curved armrests, a slender seat, and a swivel base."
B088HDDTM7,"A rectangular 3D object with a flat top, curved edge, and slanted bottom."
B071FMSYNH,L-shaped sectional sofa with backrest and two armrests.
B0876NZQ9C,"A 3D table featuring a metal frame, rectangular wooden top, slatted backrest, and rectangular base."
B075X5HB6G,"A chesterfield sofa featuring a curved backrest, tufted seat and backrest, curved armrests, and a cylindrical design with slanted top and base."
B07MF1SRG4,"Swivel bar stool with a curved, upholstered seat and slanted backrest, featuring a footrest and armrests."
B07B4YC7RW,"King-sized bed with slatted headboard, footboard, side rails, and a curved bottom."
B07QHL59F1,A sphere featuring a hemispherical surface and conical base.
B087CPVBJF,A 3D rectangular table with a slanted top and rectilinear base.
B07B4D6MBS,"3D swivel chair model featuring a curved backrest, armrest, footrest, and a cuboid ottoman with a slanted base and top."
B0728NW8DV,L-shaped sectional sofa with a curved backrest and armrests.
B07B8TGC99,Spherical wall clock with a central hole and spherical volume.
B07B7DL3H8,"A swivel chair with a swivel seat, swivel base, and backrest."
B07177355J,"3D model of a simple cuboid cabinet with a door, drawer, and shelf."
B072ZNPRTC,3D model of a rectangular cabinet with a door and shelf.
B0831PV6X6,"3D model of a cylindrical tank with a spherical top, spherical bottom, and a stand."
B075X4QMX3,"3D model of a royalty-free, 3-seater sofa with a curved backrest and armrests."
B085FH4N3Y,"Swivel recliner chair with backrest, seat, armrests, and footrest, accompanied by an ottoman and footstool."
B075X2X4SR,"3D model of a chair with a curved, tufted backrest, padded seat, slanted back, and curved armrests."
B07JLST2G7,"A 3D object featuring a cuboid with a hemispherical surface, a cylinder with a hemisphere on top, and a triangular shape with a triangular base and top, resembling a vase with a spherical object and hemispherical surface."
B07P8SV5P5,Two-seater sofa with curved backrest and armrests in a 3D model.
B082XLC9B4,"A 3D lamp with a cylindrical rod, spherical shade, and spherical base."
B0814S4Q4Z,"Tetrahedral-framed chair with a swivel seat, slender backrest, polycarbonate shell, and polypropylene seat and backrest."
B07QD6TXWS,"3D model of a bedside side table with a trestle base, two drawers, a small shelf on top, and a slanted top."
B07H4MM3TC,"A 3D desk model featuring a slanted top, rectangular base, a drawer, a cupboard, and a shelf."
B07B4ML2KY,"3D model of a chair with a backrest, armrests, seat, and footrest."
B07BW8MJV9,"A U-shaped sectional sofa with a chaise longue on one side, a pull-out bed on the other, and an L-shaped backrest."
B082JHXMHL,A spherical ball hanging from a chain or string.
B07B4Z2WDQ,"3D model of a chest of drawers featuring a diamond-patterned door, three drawers, two shelves, and a cuboid design with slanted top and bottom."
B07B4YXRQ6,"Rectangular chest of drawers with curved top and bottom, featuring three drawers, and a cabinet with a triangular base, slanted top, single door, and two drawers."
B07HPDQ1DF,"3D swivel chair model featuring a curved, slanted backrest, armrests, and a slanted seat."
B07QGG6C74,A cylinder with a spherical base and top.
B075X2LLX3,"Three glass vases and jars hanging from a metal rod or chain, featuring a cylindrical element with two spheres."
B07JLSSW6K,"A 3D object combining a sphere, hemisphere, and tetrahedral cuboid."
B07MHM99BS,"A 3D chair model with a slanted backrest, seat, armrests, and legs."
B07TLDNSKB,Spherical-top table with a tripod base and three legs.
B071LDM8NL,A spherical glass sphere suspended from a slender metal rod.
B07G2WZM2F,3D model of a two-seater sofa with armrests and a backrest.
B07HSDRZL6,"3D model of a wingback chair with a curved back and swivel base, available royalty-free."
B07JL5PRQM,A spherical polyhedron with a cuboid and hemispherical features.
B07QF9X1KF,A 3D rectangular table with a slanted top and hairpin legs.
B07B4Z9Q14,"King size platform bed with padded headboard, footboard, side rails, slatted backrest, curved armrest, and a rectangular box design with slanted top and bottom."
B07QGSZ74B,"3D model of a two-seater sofa with backrest, armrests, and seat cushion."
B07HSPHZXD,"A 3D object featuring a hexagon, cube, and tetrahedron with tetrahedral symmetry."
B07B4Z2WFY,"3D model of a king size bed with headboard, footboard, side rails, and a sofa with backrest and footrest."
B07Y3PKFSC,A swivel plastic chair with a backrest and seat made of polypropylene.
B084MXFXJ2,"3D printed model featuring a bedside table with two drawers and a slanted top, a chair with a backrest and seat, and a cuboid TV stand."
B082QB8SZB,"3D model of an L-shaped sofa with a slanted, curved backrest and armrests."
B07DB8XGY2,3D model of a two-seater sofa with a backrest and armrests.
B07QK2JK3Y,"A 3D dining chair with a curved backrest, slanted back, armrests, and a curved seat."
B07JL5Q3HC,3D model of a cylindrical pillow with tassels.
B07DBGHY1K,"Three-seater sofa with curved backrest and armrests, 3D model."
B075X4N4Z5,"A 3D swivel chair with a curved, slanted backrest, armrests, and a slanted seat."
B07HZ72LZ9,"A 3D model of a sofa with curved and slanted backrest, seat, and armrests."
B074VL1JQC,3D model of a cylindrical pillow with a hemispherical end.
B07WMRJ68R,"3D model of a two-tiered step stool with slanted backrest and frontrest, featuring a top and bottom step."
B07DBD9WD6,"3D model of a two-seater sofa with a backrest, seat cushion, armrests, and footrest."
B07FK1HLZ4,"3D model of a dresser with a slanted top, slatted base, and headboard, featuring a cabinet door and drawer."
B003LSTD38,"3D purse model featuring a cylindrical case with a spherical base, lid, zipper, and handle, in STL and OBJ formats."
B07DBB77BL,3D model of a two-seater sofa with backrest and armrests.
B0853VHFY8,"Swivel chair with a curved backrest, seat, and swivel mechanism on a swivel base."
B0857JZJPR,"Rectangular table with a slatted top, curved edge, and slanted base."
B07H8SZP51,"A 3D rectangular table with a slanted top, square base, and legs."
B07QCQ1J95,"Curved backrest chair with a slanted, curved seat and slatted backrest."
B074VKVP97,A 3D object combining a cuboid and a hemisphere with a spherical top.
B08G1VJ5RS,"A curved 3D object featuring a hemispherical surface, convex rim, and a flat surface with a curved edge."
B07P5LMNC9,"3D model of an ottoman footstool with a slanted cuboid shape, featuring a base and a top."
B07DBGJ4X4,Swivel bar stool with a padded seat and backrest.
B0735X2M1J,"3D model of a swivel office chair with backrest, armrests, and swivel base."
B07HSDP2CP,"A 3D object featuring a curved screen with a chevron-patterned grid of slats, a cube with a base and top, and a cylinder with a cuboid top and base, all within a rectangular cabinet with a flat top, slanted bottom, and metal frame."
B07K7LVMQ7,"3D coffee table model featuring a rectangular design with a central shelf, available in 3ds Max, OBJ, FBX, C4D, and STL formats."
B07MHMNK1L,A cylinder with a spherical top and base.
B07DBCFM4R,"Swivel bar stool with backrest and seat, 3D model for sale."
B07JLSSWLN,3D model of a ruffled-edge pillow with a spherical cylinder and hemispherical surface.
B07JNRNTYJ,"A cylinder with a spherical base, spherical top, and spherical shade holder."
B07B4L1NG2,"Two-seater sofa with a curved backrest, slanted seat, and armrests."
B07B78LXYF,"A swivel chair with a slender, curved backrest, slanted seat, and armrests."
B07B4Y45H5,"A platform bed with a slatted base, headboard, and footboard, featuring a horizontal slat system and vertical slats on each side."
B07P7NW7CQ,3D model of a cuboid ottoman with a cuboid base and lid.
B075X4F5CS,"A 3D model of a three-seater sofa with a backrest, armrests, and a slanted backrest."
B07H8JN9QF,"3D model of a wardrobe featuring a door with a rectangular base, slanted top and bottom, and a drawer."
B07MJL3LWD,"A 3D console table featuring a slanted rectangular top, curved legs, a drawer, and a shelf."
B07VZF5L4G,"3D model of a rectangular desk with a slanted top, triangular base, metal frame, and wooden surface."
B07QTD9VPM,"Swivel chair with a curved, slanted backrest and seat made of polypropylene on a swivel base."
B07P6JTZYS,"3D model of a footstool with a square base, rounded top, slanted backrest, and rectangular box-like structure."
B07B4MDX6D,"3D model of a unique ottoman featuring a cylindrical shape with slanted top and base, a cuboid base, spherical top, and a seat with a backrest."
B085GXH8YR,"3D swivel rocker recliner chair with curved backrest, seat, and armrests."
B07B7GB7BZ,A tetrahedral structure with a triangular base and a truncated triangular top.
B07B78LXZJ,"A swivel chair with a slanted, curved backrest, curved seat, and armrests."
B07BWJCPX2,"3D model of a U-shaped sectional sofa featuring a chaise on one side, L-shaped sofa on the other, backrest, armrests, and a sofa bed."
B084KDG762,"An arched window with mullions, transoms, a single pane of glass, and a sill."
B0824F245V,A cylindrical object with a spherical base and spherical shade.
B07M6PKCQQ,"3D model of a chest of drawers with a slanted top, featuring a central drawer and two drawers on each side, doubling as a bench with a backrest and footrest."
B07JQMLLYJ,"3D model of a chair cushion with a sphere, cuboid, and hemisphere."
B07B4M5BYY,"A chair with a curved backrest, slanted seat, and curved armrests."
B07JKJSTL1,A 3D object featuring a cylindrical body with a hemispherical head and a truncated cone tail.
B071VR5JSP,"A spherical glass object with a cap and socket, suspended from a wire."
B07SRSJW74,"3D model of a layered foam mattress on a shelf with a flat top, slanted bottom, and curved edge."
B07B4MHRXY,U-shaped sectional sofa with a chaise on one side and an L-shaped sectional on the other side.
B074L4976T,"A 3D rectangular table with a slanted, curved top, rectilinear base, and a spherical accent on both ends."
B071J7Q9WN,"A swivel chair with a curved, slanted backrest, padded seat, armrests, and a metal frame on a swivel base."
B07B4MMTYW,"3D model of a swivel recliner chair with a backrest, seat, armrests, and footrest."
B07WDJRMPG,"Three-tiered 3D step ladder model with slanted top and bottom, featuring a top step, two middle steps, and a bottom step."
B07H8SSY2P,"3D model of a rectangular table with a square base, slanted top, and a frame featuring a sash and pane of glass."
B07PBZ3VDS,"A curved rectangular bench with a slatted backrest, padded seat, and tetrahedral base."
B085FJPW9M,3D model of a swivel recliner chair with a curved backrest and swivel headrest.
B071S5RLR6,"Three-light pendant fixture with curved arm, spherical shades, and slanted ceiling plate, suspended from a central armature."
B07K6S7KYS,3D model of a triangular-based cuboid shelf with a slanted edge and tetrahedral prism cross-section.
B07H34776R,Swivel bar stool with a backrest and seat.
B07QHYF1NY,"U-shaped sectional sofa with a chaise on one side, L-shaped on the other, featuring a footstool, backrest, and armrests."
B07VLFWG25,"3D model of a 3-seater sofa with curved backrest and armrests, accompanied by a swivel chair featuring a curved backrest and armrests."
B079TXCC1J,"A 3D cuboid with a slanted top, a shelf, and a drawer."
B07FY8PZBH,Swivel chair with a curved plastic seat and backrest on a slender slanted metal frame.
B07MBFDHM9,"A cylindrical object with a spherical base, tapered neck, and spherical shade."
B075YZYJQN,"3D model of a chest of drawers with a slanted top and base, featuring a metal frame, glass door, and a set of drawers in a rectilinear shape."
B07SQQ3VRR,A polyurethane foam mattress with multiple layers and a quilted cover.
B07HK3HJ1Q,A spherical metal shade resting on a spherical metal base.
B082QDJLSP,"A 3D model of a cylindrical toilet bowl with a spherical top and bottom, featuring a lid."
B075X4J16K,"3D model of a microwave oven, featuring a cuboid shape with a slanted top and bottom, rounded corners, and a curved edge."
B07P5LNYDJ,"3D model of a two-seater sofa with slanted and curved backrest, slanted seat, and slanted armrests."
B07VQSWN33,A two and three-seater sofa set with backrests and armrests.
B07NR2JW7F,"Swivel chair with a high backrest, lumbar support, armrests, padded seat, and footrest."
B07HYY8Z7P,"Modern 3D armchair with a slanted cylindrical backrest, curved armrests, and a trapezoidal seat."
B07JM6H88P,A sphere is a 3D object with a spherical surface and volume.
B07TZ9BLZL,"A cuboid shelf with a truncated pyramid shape, featuring a rectangular wall with a central hole, a slanted roof, and hinged doors on each side."
B07HZ6GJC2,"A 3D model of a two-seater sectional sofa with a slanted backrest, curved armrests, and a footrest."
B07RDPN596,"A tetrahedral prism featuring a triangular base and apex, formed by truncating a pyramid with a trapezoid vertex."
B082DPT2QM,Cylindrical object with a spherical base and a spherical shade.
B078GTTCCF,"3D model of a gray notebook with a slanted top and bottom, featuring a spine, front and back covers, and rectilinear edges."
B01GGKYT7M,"3D model of a USB cable featuring a stranded copper conductor, twisted pair of conductors, plastic sheath, and a plug and receptacle on each end."
B075X4J15G,"3D model of a tufted Chesterfield chair with curved seat, backrest, and armrests on a slanted metal base."
B07RP1N7YQ,"3D model of a cuboid bedside table with a drawer, shelf, and legs."
B076V9V7DM,"A 3D lamp with a cylindrical metal arm, spherical metal base, and spherical glass shade."
B01DN8TCEU,"A hardcover book with a trapezoidal spine and covers, featuring a triangular prism shape and hinged binding."
B073WHZKB2,"""Truncated octagonal door with horizontal and vertical slats, and a TV stand with a mounted TV."""
B072FVHP11,"A U-shaped, three-seater sectional sofa with a curved backrest and armrests."
B07JL5Q12D,"A 3D object featuring a spherical shape with a hemispherical surface, resembling a pillow."
B07H93GTNC,"3D model of a rectangular table with a rectilinear top, curved edge, slanted backrest, and square base."
B0711Q7WK7,"A faceted octahedral prism featuring a trapezoid shape, triangular base and top, and a diamond shape hanging from a thin wire."
B07B4Z2KMN,"A square light panel featuring a curved, recessed surface on one side and a flat surface on the other, with curved top and bottom edges."
B07GZXLYNL,"3D model of an Eames plastic side chair featuring a molded plywood shell, polypropylene seat and backrest, curved backrest, and a tubular steel swivel base."
B075QL8KCM,"A platform bed with a headboard, footboard, slanted backrest, curved apron, and footrest."
B07B7BGYVB,"3D swivel chair model with a curved, slanted backrest, armrests, and a slanted seat."
B073G8Q656,A 3D model of a two-seater sofa with a curved backrest and armrests.
B07QV37J6B,"A 3D rectangular table with a slanted top, trestle base, backrest, shelf, and drawer."
B07QJYKQ98,"3D model of a recliner chair featuring a curved backrest, slanted seat, footrest, headrest, and curved armrests."
B0853KMNVT,"3D model of a cylindrical bar stool with a slanted and curved backrest, seat, and armrest."
B07MFXP658,"A king-size four-post bed with a slatted headboard, footboard, and side rails."
B0746H4BPM,Wingback Chair 3D Model
B07JLSSYTG,"A 3D object featuring a cuboid with a hemisphere on top, resembling a pillow."
B07R3TWDTM,Two-seater sofa with backrest and armrests.
B07JKTRSSZ,"Slender chair with a slanted, slatted backrest and a curved, slanted seat."
B071PDYXKX,A cuboid with a triangular base and curved top.
B07DB8V5PB,"3D model of a bench with a cuboid base, curved seat, and slanted backrest."
B07DBFQV23,"A rectilinear table with a rectangular flat top, slanted metal frame, and rectangular base."
B0824F6HZ4,"A cylindrical metal lamp with a spherical base, swivel arm, and spherical shade."
B07TXPYH43,Swivel bar stool with a backrest and padded seat.
B07HZ6X818,3D model of a two-seater sofa with a backrest and armrests.
B07HZ4ZQS7,"A two to three-seater sofa with a slanted backrest, curved armrests, and an optional footrest."
B07B4ZM3N8,"King size platform bed with tufted headboard and footboard, and a 3D two-seater sofa with backrest and footrest."
B07DMJRQQ9,"3D object: A versatile cart with a flat top, slanted back, metal frame, two wheels, a drawer, and a shelf, doubling as a TV stand and small table."
B07B4YLW78,"A king-size bed with a padded, curved headboard and footboard, side rails, slatted base, and L-shaped backrest and footrest, featuring rounded corners and a hinged lid."
B082VMRLLB,"3D model of a stool with a slanted seat, slanted backrest, and a pair of legs, featuring a cuboid ottoman with a spherical top and base."
B07HPQFNC9,"A 3D two-seater sofa with a low, curved backrest and armrests, based on a tetrahedral frame."
B07QHYD4GW,"A two-seater sofa with a curved backrest, armrests, and a footrest."
B07HZ5RT3Y,A 3D model of a two-seater sofa with a backrest and armrests.
B075YL3HWX,"A curved rectangular 3D object with slanted top and bottom edges, resembling a flat screen TV."
B07S95P9P1,"A tripod stand with a spherical, slanted base, swivel joints at the top and bottom, a telescoping pole, and a top plate."
B07F3XM8M3,3D model of a round coffee table with a circular base and spherical top.
B07B4W23DL,"A king-size 3D bed model with a curved slatted headboard, footboard, and armrest."
B075X4VWKL,"A 3D wingback swivel armchair with a curved, slanted backrest and curved armrests."
B071W5VJ93,"A 3D model of a chair featuring a curved seat and backrest with a slanted base, accompanied by a cuboid ottoman with a slanted top and bottom."
B075X3SHW4,"Two-seater daybed with a curved backrest, slatted base, and armrests, available as a royalty-free 3D model."
B07GFS1WH7,"A 3D object featuring a door with hinged panels on both sides, a rectilinear prism with a spherical base and top, a cuboid with a base and top, and a rectilinear wall."
B07QJYGDZG,A 3D U-shaped sectional sofa with a chaise on one side and an L-shaped sectional on the other side.
B07B4CZNPH,Curved swivel chair with backrest and armrests.
B07QCMBNF1,"3D model of a swivel sofa chair with curved backrest, seat, and armrests."
B01DA8LC0A,"3D model of a rectangular chest of drawers with a slanted top and a cuboid coffee table, available in 3ds max, obj, fbx, c4d, and stl formats."
B07QGWLBBC,"A chair with a curved, slanted backrest and a slanted seat."
B07MFYTP3Z,"3D model of a rectangular coffee table with a middle shelf and a drawer, also suitable as a bedside table."
B07R3CYRX5,"3D model of a two-seater sofa with a curved backrest, armrests, and a footrest."
B07VSTPCNF,"Curved and slatted 3D chair with a tetrahedral base, featuring a slanted backrest and curved seat."
B07K7K7GNK,"3D model of a square coffee table with a middle shelf, available in 3ds Max, OBJ, FBX, C4D, and STL formats."
B07TWQTVXL,"A four-tiered metal rack with a slanted top and bottom, featuring a middle shelf."
B07DBB7FVP,"3D corner cabinet featuring a curved front, slanted back, two drawers on each side, a door on one side, and a cuboid base with a slanted top."
B087CQ3FTY,A 3D model of a trestle table with a rectangular base and a slanted top.
B082JHRRLW,"A 3D wall lamp with a spherical shade, slender arm, and spherical base, featuring a curved rim and spherical diffuser."
B07S5WD31L,"A slanted rectangular 3D object with a flat top, flat bottom, and a shelf in the middle."
B01GGKYUKI,"A U-shaped Type C USB cable with twisted conductors, connecting a computer to a device, featuring a plug on one end and a receptacle on the other, enclosed by sleeves."
B07TZSC9WP,A swivel bar stool with a padded seat and backrest on a swivel base.
B07DB8XFFP,"A swivel chair with a curved backrest, slanted seat, and armrests."
B084HV148L,"3D object featuring a gray circle with a hole, a spherical mirror with a handle, and rings with curved and flat surfaces."
B079V6V6TF,3D model of a hat featuring a cuboid with a hemispherical surface on one side and a cuboid on the other.
B075YYPV3Q,"A rectangular 3D shelf featuring a slanted top and bottom, composed of rectangles, triangles, and a cuboid top."
B072ZP9XL1,"3D model of a rectangular table with a slanted wooden top, metal frame, square base, and slatted support, available for preview and download."
B075X4F3V5,"3D model of a daybed with a wooden slatted base, curved and tufted backrest, padded seat, and curved footrest."
B07MHMJD38,A 3D object featuring a cylinder with a hemisphere at one end and a truncated cone at the other.
B07Y3PY74C,A polypropylene chair with a polycarbonate seat and backrest on a metal frame.
B07374K53C,A cylinder with a spherical base and a spherical shade.
B07HPDLVLC,"3D model of a chair with a curved, slanted backrest, swivel base, molded plywood shell, polypropylene seat, and chromed steel base."
B07BTRTC76,"A polygonal, backless chair with a curved, slatted backrest, slanted seat, and armrests."
B07TJWWPJS,"Swivel chair with curved backrest, seat, armrests, footrest, headrest, and slatted base."
B07B4MG9CQ,L-shaped sectional sofa with a chaise on one side and a U-shaped corner on the other side.
B07H8T32NQ,"Rectangular table with a flat, slanted top and a rectilinear base."
B071J7Q6DW,"3D model of a cuboid ottoman with a slanted backrest, square base, and a combination of triangular, squarish, and round top elements."
B0857JQ3DY,3D model of a chair with a slatted seat and backrest.
B07HZ5RM1D,Two-seater gray sofa with backrest and armrests.
B082VL477W,"Three-seater sofa with a curved backrest and armrests, 3D model."
B075X4PT3T,Curved two-seater sofa with a backrest and armrests.
B07P5LM3LT,"3D model of a three-seater sofa with a curved backrest, sloping seat, arms, and footrest."
B07QFP4ZRG,"A two-seater sofa with a tufted, curved backrest, slanted seat, and curved armrests."
B07DBGWFDZ,"Three-seater swivel armchair with curved backrest, seat, and armrests."
B07HZ65Q43,"Curved 3D sofa with high backrest, low seat, and armrests, accommodating two to three people."
B082QD6R9M,"3D model of a bench with a slatted, curved backrest, padded seat, and a pair of legs."
B075Z8PMML,"A king size platform bed with a slatted headboard, footboard, and base."
B07TLDNPXW,"A round table with a hemispherical top, four legs, and a round base."
B07HK6B4D7,"A spherical shade with a swivel arm, tiltable head, and swivel base, hung from a cord."
B00XBC3BF0,3D model of a high-back swivel office chair with armrests and a swivel base.
B07B4FZV6Z,"3D model of a two-seater sofa with a backrest, armrests, and a swivel chair feature."
